TIME2,BRIGHTNESS2
10679,410
10690,410
10701,410
10713,410
10724,409
10735,409
10747,409
10759,408
10770,408
10781,409
10792,410
10804,410
10816,408
10827,409
10839,409
10850,408
10861,409
10873,409
10885,410
10896,410
10907,410
10918,411
10930,411
10942,411
10953,412
10964,413
10976,414
10987,415
10998,415
11011,416
11022,416
11033,415
11044,416
11056,417
11067,418
11079,418
11090,418
11102,420
11113,420
11124,419
11136,420
11148,421
11159,421
11170,422
11182,422
11193,423
11205,423
11216,422
11228,423
11239,423
11250,423
11261,423
11274,424
11285,425
11296,424
11308,423
11319,424
11330,423
11342,423
11354,423
11365,423
11376,424
11387,424
11399,422
11411,423
11422,422
11433,421
11445,421
11456,421
11467,421
11480,421
11491,419
11502,419
11513,419
11525,417
11536,417
11548,417
11559,417
11571,416
11582,415
11593,416
11606,415
11617,414
11628,414
11639,414
11651,413
11662,413
11674,412
11685,413
11697,412
11708,410
11719,410
11730,410
11743,409
11754,410
11765,409
11777,410
11788,409
