TIME3,BRIGHTNESS3
7048,430
7058,431
7068,432
7079,431
7090,431
7100,432
7110,432
7120,432
7131,431
7141,432
7152,432
7162,431
7173,431
7183,431
7193,431
7203,430
7215,430
7225,431
7235,431
7245,429
7256,429
7266,430
7277,430
7287,429
7298,428
7308,428
7318,428
7328,427
7339,426
7350,427
7360,427
7370,426
7380,425
7391,425
7401,425
7412,424
7422,423
7433,423
7443,423
7453,422
7463,422
7474,422
7485,422
7495,421
7505,420
7516,421
7526,421
7536,419
7547,419
7558,419
7568,419
7578,419
7588,418
7599,419
7610,419
7620,418
7630,417
7641,418
7651,418
7661,418
7671,417
7683,418
7693,418
7703,418
7713,418
7724,418
7734,419
7745,419
7755,419
7766,419
7776,420
7786,420
7796,420
7806,420
7818,421
7828,421
7838,421
7848,422
7859,423
7869,423
7880,423
7890,424
7901,425
7911,425
7921,424
7931,425
7942,426
7953,426
7963,426
7973,427
7984,428
7994,428
8004,428
8015,428
8026,429
8036,429
8046,429
8056,430
8067,431
8078,431
8088,431
8098,431
8109,432
8119,432
8129,431
8139,431
8151,432
8161,432
8171,431
8181,432
8192,432
8202,432
8213,431
8223,431
8233,432
8244,432
8254,431
8264,430
8275,431
8286,431
8296,430
8306,429
8316,430
8327,430
8337,429
8348,428
8358,429
8369,428
8379,427
8389,426
8399,427
8411,427
8421,425
8431,425
8441,425
8452,425
8462,424
8472,423
8483,423
8494,423
8504,422
8514,421
8524,422
8535,422
8546,421
8556,420
8566,421
8577,420
8587,419
8597,418
8607,419
8619,419
8629,418
8639,418
8649,418
8659,418
8670,417
8681,417
8691,418
8701,418
8712,417
8722,417
8732,418
8743,418
8754,417
8764,417
8774,418
8784,419
8795,418
8805,419
8816,420
8826,420
8837,420
8847,420
8857,421
8867,421
8879,421
8889,421
8899,423
8909,423
8920,423
8930,423
8940,424
8951,425
8962,425
8972,425
8982,426
8992,426
9003,426
9014,427
9024,428
9034,428
9044,428
9055,428
9065,429
9076,429
9086,429
9097,429
9107,430
9117,431
9127,431
9138,431
9149,432
9159,432
9169,432
9180,432
9190,432
9200,432
9211,432
9222,431
9232,432
9242,432
9252,431
9263,431
9274,432
9284,432
9294,431
9305,431
9315,431
9325,431
9335,430
9347,430
9357,430
9367,430
9377,429
9388,429
9398,428
9409,428
9419,428
9430,427
9440,427
9450,427
9460,426
9470,425
9482,425
9492,425
9502,425
9512,424
9523,423
9533,423
9544,423
9554,422
9565,422
9575,422
9585,421
9595,420
9607,420
9617,421
9627,420
9637,419
9648,419
9658,419
9668,419
9679,418
9690,418
9700,419
9710,418
9720,418
9731,418
9742,418
9752,418
9762,417
9773,418
9783,418
9793,418
9803,418
9815,418
9825,419
9835,419
9845,419
9856,419
9866,420
9877,420
9887,420
9897,420
9908,421
9918,421
9928,421
9939,421
9950,423
9960,423
9970,423
9980,423
9991,424
10001,425
10013,425
10024,426
10036,427
10047,427
10058,427
10070,428
10082,428
10093,428
10104,428
10116,429
10127,430
10139,429
10150,430
10162,430
10173,431
10184,431
10195,431
10208,432
10219,432
10230,431
10242,432
10253,432
10264,432
10276,432
10288,432
10299,432
10310,432
10321,431
10333,431
10345,431
10356,431
10368,431
10379,430
10390,431
10401,430
10414,429
10425,429
10436,429
10447,428
10459,428
10470,427
10482,428
10493,427
10505,426
10516,426
10527,425
10540,425
10551,424
10562,424
10573,424
10585,423
10596,422
10608,423
10619,422
10631,421
10642,421
10653,421
10664,421
10677,420
10688,420
10699,420
10711,420
10722,419
10733,419
10745,419
10757,419
10768,419
10779,418
10790,419
10802,419
10814,418
10825,419
10836,418
10848,419
10859,419
10871,419
10883,420
10894,419
10905,419
10916,420
10928,420
10940,420
10951,421
10962,421
10974,422
10985,422
10996,421
11009,423
11020,423
11031,423
11042,424
11054,424
11065,425
11077,425
11088,424
11100,425
11111,426
11122,426
11133,427
11146,427
11157,428
11168,428
11180,427
11191,428
11202,428
11214,429
11226,429
11237,429
11248,429
11259,429
11272,429
11283,429
11294,429
11305,429
11317,428
11328,428
11340,428
11352,428
11363,427
11374,427
11385,426
11397,425
11409,425
11420,425
11431,424
11443,424
11454,423
11465,423
11478,422
11489,421
11500,421
11511,420
11523,420
11534,419
11546,418
11557,417
11569,417
11580,415
11591,415
11602,414
11615,414
11626,413
11637,412
11649,412
11660,411
11672,409
11683,409
11695,408
11706,408
11717,407
11728,406
11741,407
11752,406
11763,404
11774,405
11786,404
11797,404
11809,404
11821,403
11832,404
11843,403
11854,402
11866,403
11878,403
11889,403
11900,403
11912,403
11923,404
11934,404
11947,403
11958,404
11969,404
11980,405
11992,405
12004,405
12015,406
12026,407
12038,406
12049,407
12060,408
12072,408
12084,409
12095,409
12106,410
12118,411
12129,410
12141,411
12152,412
12164,412
12175,413
12186,413
12197,414
12210,415
12221,414
12232,415
12243,416
12255,415
12266,416
12278,417
12290,417
12301,417
12312,417
12323,418
12336,418
12347,417
12358,418
12369,418
12381,418
12392,418
12404,417
12416,418
12427,418
12438,417
12449,417
12461,417
12473,417
12484,416
12495,416
12507,416
12518,415
12529,414
12541,414
12553,414
12564,414
12575,413
12587,412
12598,412
12610,412
12621,410
12633,410
12644,410
12655,410
12666,409
12679,408
12690,408
12701,408
12712,407
12724,407
12736,406
12747,406
12759,406
12770,405
12781,405
12792,405
12805,403
12816,404
12827,403
12838,403
12850,403
12861,403
12873,403
12884,403
12896,402
12907,402
12918,402
12930,402
