TIME,SIGNAL
2,842
3,0
4,0
5,0
6,843
7,842
8,0
9,0
10,0
11,843
12,842
13,0
14,0
15,0
16,843
17,844
18,0
19,0
20,0
21,843
22,843
23,0
24,0
25,0
26,844
27,842
28,0
29,0
30,0
31,842
32,844
33,0
34,0
35,0
36,843
37,843
38,0
39,0
40,0
41,844
42,842
43,0
44,0
45,0
46,843
47,842
48,0
49,0
50,0
51,843
52,843
53,0
54,0
55,0
56,842
57,844
58,0
59,0
60,0
61,843
62,843
63,0
64,0
65,0
66,844
67,843
68,0
69,0
70,0
71,844
72,843
73,0
74,0
75,0
76,842
77,843
78,0
79,0
80,0
81,842
82,844
83,0
84,0
85,0
86,843
87,843
88,0
89,0
90,0
91,843
92,842
93,0
94,0
95,0
96,843
97,844
98,0
99,0
100,0
101,843
102,843
103,0
104,0
105,0
106,843
107,844
108,0
109,0
110,0
111,843
112,842
113,0
114,0
115,0
116,844
117,844
118,0
119,0
120,0
121,843
122,843
123,0
124,0
125,0
126,843
127,843
128,0
129,0
130,0
131,844
132,844
133,0
134,0
135,0
136,842
137,842
138,0
139,0
140,0
141,843
142,842
143,0
144,0
145,0
146,844
147,844
148,0
149,0
150,0
151,842
152,842
153,0
154,0
155,0
156,842
157,843
158,0
159,0
160,0
161,843
162,843
163,0
164,0
165,0
166,843
167,844
168,0
169,0
170,0
171,843
172,842
173,0
174,0
175,0
176,842
177,843
178,0
179,0
180,0
181,843
182,844
183,0
184,0
185,0
186,843
187,843
188,0
189,0
190,0
191,842
192,842
193,0
194,0
195,0
196,843
197,844
198,0
199,0
200,0
201,842
202,843
203,0
204,0
205,0
206,843
207,843
208,0
209,0
210,0
211,843
212,843
213,0
214,0
215,0
216,843
217,843
218,0
219,0
220,0
221,842
222,842
223,0
224,0
225,0
226,843
227,844
228,0
229,0
230,0
231,842
232,842
233,0
234,0
235,0
236,843
237,844
238,0
239,0
240,0
241,842
242,843
243,0
244,0
245,0
246,843
247,843
248,0
249,0
250,0
251,843
252,843
253,0
254,0
255,0
256,843
257,842
258,0
259,0
260,0
261,843
262,843
263,0
264,0
265,0
266,842
267,842
268,0
269,0
270,0
271,843
272,844
273,0
274,0
275,0
276,842
277,842
278,0
279,0
280,844
281,844
282,844
283,0
284,0
285,0
286,842
287,843
288,0
289,0
290,842
291,843
292,842
293,0
294,0
295,844
296,844
297,844
298,0
299,0
300,844
301,844
302,843
303,0
304,0
305,842
306,843
307,842
308,0
309,0
310,0
311,843
312,843
313,0
314,0
315,843
316,843
317,843
318,0
319,0
320,842
321,843
322,842
323,0
324,0
325,844
326,844
327,844
328,0
329,0
330,843
331,843
332,843
333,0
334,0
335,842
336,842
337,842
338,0
339,0
340,844
341,844
342,843
343,0
344,0
345,843
346,843
347,843
348,0
349,0
350,843
351,843
352,844
353,0
354,0
355,842
356,842
357,842
358,0
359,0
360,844
361,844
362,844
363,0
364,0
365,843
366,842
367,842
368,0
369,0
370,844
371,844
372,844
373,0
374,0
375,842
376,842
377,842
378,0
379,0
380,844
381,844
382,843
383,0
384,0
385,843
386,843
387,842
388,0
389,0
390,842
391,842
392,842
393,0
394,0
395,843
396,842
397,843
398,0
399,0
400,844
401,843
402,844
403,0
404,0
405,843
406,843
407,843
408,0
409,0
410,842
411,842
412,842
413,0
414,0
415,844
416,843
417,843
418,0
419,0
420,844
421,843
422,844
423,0
424,0
425,842
426,842
427,842
428,0
429,0
430,844
431,844
432,842
433,0
434,0
435,843
436,843
437,843
438,0
439,0
440,842
441,842
442,842
443,0
444,0
445,844
446,843
447,843
448,0
449,0
450,842
451,842
452,843
453,0
454,0
455,842
456,843
457,843
458,0
459,0
460,844
461,844
462,843
463,0
464,0
465,843
466,843
467,844
468,0
469,0
470,842
471,842
472,843
473,0
474,0
475,842
476,843
477,842
478,0
479,0
480,844
481,844
482,843
483,0
484,0
485,842
486,842
487,842
488,0
489,0
490,844
491,843
492,844
493,0
494,0
495,842
496,842
497,842
498,0
499,0
500,843
501,843
502,843
503,0
504,0
505,844
506,843
507,843
508,0
509,0
510,842
511,843
512,843
513,0
514,0
515,842
516,843
517,843
518,0
519,0
520,842
521,842
522,842
523,0
524,0
525,843
526,843
527,843
528,0
529,0
530,844
531,844
532,843
533,0
534,0
535,842
536,842
537,842
538,0
539,0
540,844
541,843
542,843
543,0
544,0
545,842
546,842
547,841
548,0
549,0
550,844
551,844
552,844
553,0
554,0
555,843
556,843
557,843
558,0
559,0
560,844
561,844
562,843
563,0
564,0
565,842
566,842
567,841
568,0
569,0
570,844
571,843
572,0
573,0
574,0
575,844
576,844
577,843
578,0
579,0
580,842
581,842
582,0
583,0
584,0
585,844
586,844
587,843
588,0
589,0
590,843
591,843
592,842
593,0
594,0
595,842
596,843
597,841
598,0
599,0
600,844
601,843
602,842
603,0
604,0
605,842
606,842
607,0
608,0
609,0
610,843
611,842
612,0
613,0
614,0
615,844
616,844
617,0
618,0
619,0
620,843
621,842
622,0
623,0
624,0
625,843
626,843
627,841
628,0
629,0
630,843
631,843
632,0
633,0
634,0
635,843
636,843
637,0
638,0
639,0
640,844
641,843
642,0
643,0
644,0
645,842
646,843
647,0
648,0
649,0
650,843
651,844
652,0
653,0
654,0
655,842
656,842
657,0
658,0
659,0
660,843
661,842
662,0
663,0
664,0
665,844
666,843
667,0
668,0
669,0
670,843
671,843
672,0
673,0
674,0
675,842
676,842
677,0
678,0
679,0
680,844
681,843
682,0
683,0
684,0
685,842
686,841
687,0
688,0
689,0
690,843
691,843
692,0
693,0
694,0
695,844
696,844
697,0
698,0
699,0
700,843
701,843
702,0
703,0
704,0
705,842
706,842
707,0
708,0
709,0
710,844
711,843
712,0
713,0
714,0
715,843
716,842
717,0
718,0
719,0
720,843
721,843
722,0
723,0
724,0
725,844
726,844
727,0
728,0
729,0
730,842
731,842
732,0
733,0
734,0
735,843
736,843
737,0
738,0
739,0
740,843
741,842
742,0
743,0
744,0
745,844
746,844
747,0
748,0
749,0
750,844
751,844
752,0
753,0
754,0
755,842
756,842
757,0
758,0
759,0
760,844
761,843
762,0
763,0
764,0
765,842
766,842
767,0
768,0
769,0
770,844
771,843
772,0
773,0
774,0
775,843
776,842
777,0
778,0
779,0
780,842
781,842
782,0
783,0
784,0
785,844
786,844
787,0
788,0
789,0
790,843
791,844
792,0
793,0
794,0
795,841
796,842
797,0
798,0
799,0
800,843
801,844
802,0
803,0
804,0
805,843
806,843
807,0
808,0
809,0
810,843
811,844
812,0
813,0
814,0
815,843
816,843
817,0
818,0
819,0
820,842
821,842
822,0
823,0
824,0
825,843
826,842
827,0
828,0
829,0
830,844
831,844
832,0
833,0
834,0
835,843
836,842
837,0
838,0
839,0
840,842
841,842
842,0
843,0
844,0
845,843
846,843
847,0
848,0
849,0
850,843
851,843
852,0
853,0
854,0
855,842
856,842
857,0
858,0
859,0
860,843
861,844
862,0
863,0
864,0
865,843
866,843
867,0
868,0
869,0
870,842
871,842
872,0
873,0
874,0
875,843
876,843
877,0
878,0
879,0
880,843
881,843
882,0
883,0
884,0
885,842
886,842
887,0
888,0
889,0
890,843
891,844
892,0
893,0
894,843
895,842
896,843
897,0
898,0
899,843
900,843
901,843
902,0
903,0
904,844
905,844
906,844
907,0
908,0
909,0
910,843
911,842
912,0
913,0
914,843
915,843
916,843
917,0
918,0
919,844
920,844
921,844
922,0
923,0
924,0
925,843
926,843
927,0
928,0
929,842
930,842
931,842
932,0
933,0
934,843
935,843
936,843
937,0
938,0
939,843
940,843
941,843
942,0
943,0
944,843
945,843
946,843
947,0
948,0
949,842
950,842
951,842
952,0
953,0
954,844
955,844
956,843
957,0
958,0
959,843
960,843
961,844
962,0
963,0
964,842
965,842
966,843
967,0
968,0
969,843
970,843
971,843
972,0
973,0
974,843
975,843
976,843
977,0
978,0
979,843
980,843
981,843
982,0
983,0
984,842
985,842
986,842
987,0
988,0
989,844
990,843
991,844
992,0
993,0
994,842
995,842
996,842
997,0
998,0
999,843
1000,844
1001,843
1002,0
1003,0
1004,844
1005,842
1006,844
1007,0
1008,0
1009,842
1010,844
1011,842
1012,0
1013,0
1014,844
1015,843
1016,843
1017,0
1018,0
1019,842
1020,844
1021,843
1022,0
1023,0
1024,844
1025,842
1026,843
1027,0
1028,0
1029,842
1030,843
1031,842
1032,0
1033,0
1034,844
1035,842
1036,844
1037,0
1038,0
1039,843
1040,844
1041,842
1042,0
1043,0
1044,842
1045,844
1046,842
1047,0
1048,0
1049,844
1050,842
1051,843
1052,0
1053,0
1054,842
1055,844
1056,842
1057,0
1058,0
1059,844
1060,842
1061,843
1062,0
1063,0
1064,842
1065,843
1066,843
1067,0
1068,0
1069,843
1070,844
1071,842
1072,0
1073,0
1074,844
1075,843
1076,843
1077,0
1078,0
1079,842
1080,844
1081,842
1082,0
1083,0
1084,843
1085,843
1086,843
1087,0
1088,0
1089,844
1090,842
1091,843
1092,0
1093,0
1094,842
1095,844
1096,842
1097,0
1098,0
1099,844
1100,842
1101,843
1102,0
1103,0
1104,842
1105,843
1106,844
1107,0
1108,0
1109,842
1110,843
1111,844
1112,0
1113,0
1114,842
1115,843
1116,844
1117,0
1118,0
1119,843
1120,843
1121,842
1122,0
1123,0
1124,843
1125,842
1126,844
1127,0
1128,0
1129,842
1130,844
1131,842
1132,0
1133,0
1134,843
1135,842
1136,843
1137,0
1138,0
1139,843
1140,843
1141,844
1142,0
1143,0
1144,842
1145,843
1146,843
1147,0
1148,0
1149,842
1150,843
1151,842
1152,0
1153,0
1154,843
1155,842
1156,843
1157,0
1158,0
1159,842
1160,844
1161,843
1162,0
1163,0
1164,843
1165,843
1166,842
1167,0
1168,0
1169,844
1170,842
1171,844
1172,0
1173,0
1174,844
1175,843
1176,842
1177,0
1178,0
1179,843
1180,842
1181,843
1182,0
1183,0
1184,842
1185,843
1186,0
1187,0
1188,0
1189,844
1190,842
1191,842
1192,0
1193,0
1194,842
1195,843
1196,843
1197,0
1198,0
1199,843
1200,844
1201,841
1202,0
1203,0
1204,843
1205,842
1206,0
1207,0
1208,0
1209,844
1210,842
1211,843
1212,0
1213,0
1214,842
1215,844
1216,0
1217,0
1218,0
1219,843
1220,843
1221,842
1222,0
1223,0
1224,843
1225,844
1226,841
1227,0
1228,0
1229,844
1230,843
1231,0
1232,0
1233,0
1234,843
1235,842
1236,0
1237,0
1238,0
1239,843
1240,843
1241,842
1242,0
1243,0
